id,codigo,codigo_siars,nome_abreviado,designacao,objetivo,formula,unidade_de_medida,output,estado_do_indicador,area,subarea,dimensao,tipo_de_indicador,area_clinica,inclusao_de_utentes_no_indicador,prazo_para_registos,link,nome_indicador,min_aceitavel,min_esperado,max_esperado,max_aceitavel,intervalo_aceitavel,intervalo_esperado,indexing,id_sdm
266,2.14.01,2013.266.01,"Percent. DM vigiados, c/ úlcera ativa no pé","Percentagem de pessoas com diabetes e compromisso de vigilância, com úlcera ativa no pé no último ano","Monitorizar o programa de diabetes. Parâmetro ""registo de úlcera ativa no pé"".",AA / BB x 100,%,Proporção de utentes com Diabetes Mellitus,Com dados desde Março de 2014,Desempenho,Gestão da Doença,Diabetes Mellitus,Processo,Diabetes Mellitus,Utentes inscritos em pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=266&CLUSTERS=S,"Percent. DM vigiados, c/ úlcera ativa no pé",0.0,0.0,6.0,9.0,[0; 9],[0; 6],"266 percent. dm vigiados, c/ ulcera ativa no pe percentagem de pessoas com diabetes e compromisso de vigilancia, com ulcera ativa no pe no ultimo ano desempenho gestao da doenca diabetes mellitus processo diabetes mellitus",[266](https://sdm.min-saude.pt/BI.aspx?id=266&CLUSTERS=S)
267,6.30.02,2013.267.01,"Índice de acompanhamento adequado em PF, nas MIF",Índice de acompanhamento adequado em planeamento familiar nas mulheres em idade fértil,Monitorizar o programa de planeamento familiar.,AA / BB,Índice (escala valores entre 0 e 1),Com dados desde Março de 2013,Área | Subárea | Dimensão,Desempenho,Gestão da Saúde,Saúde da Mulher,Processo,Planeamento Familiar,Utentes inscritos à data de referência do indicador,30 dias,https://sdm.min-saude.pt/BI.aspx?id=267&CLUSTERS=S,"Índice de acompanhamento adequado em PF, nas MIF",0.5,0.6,1.0,1.0,[0.55; 1],[0.6; 1],"267 indice de acompanhamento adequado em pf, nas mif indice de acompanhamento adequado em planeamento familiar nas mulheres em idade fertil desempenho gestao da saude saude da mulher processo planeamento familiar",[267](https://sdm.min-saude.pt/BI.aspx?id=267&CLUSTERS=S)
268,6.31.02,2013.268.01,Índice de acompanham. adequado s. infantil 1º ano,"Índice de acompanhamento adequado em saúde infantil, 1º ano de vida","Monitorizar o programa de saúde infantil, 1º ano de vida.",AA / BB,Índice (escala valores entre 0 e 1),Descontinuado em Dezembro de 2016,Área | Subárea | Dimensão,,,,Processo,Saúde Infantil e Juvenil,Utentes inscritos durante um mínimo de N meses do acontecimento monitorizado,5 dias,https://sdm.min-saude.pt/BI.aspx?id=268&CLUSTERS=S,,,,,,,,"268 indice de acompanham. adequado s. infantil 1o ano indice de acompanhamento adequado em saude infantil, 1o ano de vida nan nan nan processo saude infantil e juvenil",[268](https://sdm.min-saude.pt/BI.aspx?id=268&CLUSTERS=S)
269,6.32.02,2013.269.01,Índice de acompanham. adequado s. infantil 2º ano,"Índice de acompanhamento adequado em saúde infantil, 2º ano de vida","Monitorizar o programa de saúde infantil, 2º ano de vida.",AA / BB,Índice (escala valores entre 0 e 1),Com dados desde Março de 2013,Área | Subárea | Dimensão,Desempenho,Gestão da Saúde,Saúde Infantil e Juvenil,Processo,Saúde Infantil e Juvenil,Utentes inscritos durante um mínimo de N meses do acontecimento monitorizado,5 dias,https://sdm.min-saude.pt/BI.aspx?id=269&CLUSTERS=S,Índice de acompanham. adequado s. infantil 2o ano,0.7,0.8,100.0,100.0,[0.7; 100],[0.87; 100],"269 indice de acompanham. adequado s. infantil 2o ano indice de acompanhamento adequado em saude infantil, 2o ano de vida desempenho gestao da saude saude infantil e juvenil processo saude infantil e juvenil",[269](https://sdm.min-saude.pt/BI.aspx?id=269&CLUSTERS=S)
270,6.33.02,2013.270.01,Índice de acompanham. adequado em saúde materna,Índice de acompanhamento adequado em saúde materna,Monitorizar o programa de saúde materna.,AA / BB,Índice (escala valores entre 0 e 1),Com dados desde Março de 2013,Área | Subárea | Dimensão,Desempenho,Gestão da Saúde,Saúde da Mulher,Processo,Saúde Materna,Utentes inscritos durante um mínimo de N meses do acontecimento monitorizado,30 dias,https://sdm.min-saude.pt/BI.aspx?id=270&CLUSTERS=S,Índice de acompanham. adequado em saúde materna,0.5,0.6,1.0,1.0,[0.55; 1],[0.6; 1],270 indice de acompanham. adequado em saude materna indice de acompanhamento adequado em saude materna desempenho gestao da saude saude da mulher processo saude materna,[270](https://sdm.min-saude.pt/BI.aspx?id=270&CLUSTERS=S)
271,6.34.02,2013.271.01,Índice de acompanhamento adequado utentes DM,Índice de acompanhamento adequado em utentes com Diabetes Mellitus,Monitorizar o programa de diabetes.,AA / BB,Índice (escala valores entre 0 e 1),Com dados desde Março de 2013,Área | Subárea | Dimensão,Desempenho,Gestão da Doença,Diabetes Mellitus,Processo,Diabetes Mellitus,Utentes inscritos durante um mínimo de N meses do período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=271&CLUSTERS=S,Índice de acompanhamento adequado utentes DM,0.5,0.6,1.0,1.0,[0.55; 1],[0.6; 1],271 indice de acompanhamento adequado utentes dm indice de acompanhamento adequado em utentes com diabetes mellitus desempenho gestao da doenca diabetes mellitus processo diabetes mellitus,[271](https://sdm.min-saude.pt/BI.aspx?id=271&CLUSTERS=S)
272,6.35.02,2013.272.01,Índice de acompanham. adequado de hipertensos,Índice de acompanhamento adequado de utentes com hipertensão arterial,Monitorizar o programa de hipertensão.,AA / BB,Índice (escala valores entre 0 e 1),Com dados desde Março de 2013,Área | Subárea | Dimensão,Desempenho,Gestão da Doença,Hipertensão Arterial,Processo,Hipertensão Arterial,Utentes inscritos durante um mínimo de N meses do período em análise,30 dias,https://sdm.min-saude.pt/BI.aspx?id=272&CLUSTERS=S,Índice de acompanham. adequado de hipertensos,0.5,0.6,1.0,1.0,[0.55; 1],[0.6; 1],272 indice de acompanham. adequado de hipertensos indice de acompanhamento adequado de utentes com hipertensao arterial desempenho gestao da doenca hipertensao arterial processo hipertensao arterial,[272](https://sdm.min-saude.pt/BI.aspx?id=272&CLUSTERS=S)
273,5.22.02,2013.273.01,"Proporção utentes >= 75 A, c/ presc. cró. < 5 fár.","Proporção de utentes com idade igual ou superior a 75 anos, com prescrição crónica inferior a cinco fármacos","Monitorizar o programa de saúde de adultos. Parâmetro ""prescrição crónica inferior a cinco fármacos em grandes idosos"".",AA / BB x 100,%,Proporção de utentes,Em desenvolvimento,,,,Processo,Saúde Idoso,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=273&CLUSTERS=S,,,,,,,,"273 proporcao utentes >= 75 a, c/ presc. cro. < 5 far. proporcao de utentes com idade igual ou superior a 75 anos, com prescricao cronica inferior a cinco farmacos nan nan nan processo saude idoso",[273](https://sdm.min-saude.pt/BI.aspx?id=273&CLUSTERS=S)
274,6.46.01,2013.274.01,"Propor. DM2 c/ indic. insul., em terap. adequada","Proporção de utentes com diabetes tipo 2 e indicação para insulinoterapia, a fazer terapêutica adequada","Monitorizar a efetividade da aplicação da norma 052/2011 da DGS (atualizada em 24/7/2017) ""Abordagem Terapêutica Farmacológica na Diabetes Mellitus Tipo 2 no Adulto"" relativamente à ""terapêutica adequada com insulina"".",AA / (BB + CC) x 100,%,Proporção de utentes com Diabetes Mellitus,Com dados desde Março de 2014,Desempenho,Gestão da Doença,Diabetes Mellitus,Processo,Diabetes Mellitus,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=274&CLUSTERS=S,"Propor. DM2 c/ indic. insul., em terap. adequada",65.0,82.0,100.0,100.0,[65; 100],[82; 100],"274 propor. dm2 c/ indic. insul., em terap. adequada proporcao de utentes com diabetes tipo 2 e indicacao para insulinoterapia, a fazer terapeutica adequada desempenho gestao da doenca diabetes mellitus processo diabetes mellitus",[274](https://sdm.min-saude.pt/BI.aspx?id=274&CLUSTERS=S)
275,6.47.01,2013.275.01,Proporção novos DM2 em terap. c/ metform. monot.,Proporção de utentes com novo diagnóstico diabetes tipo 2 que iniciam terapêutica com metformina em monoterapia,"Monitorizar a efetividade da terapêutica farmacológica da Diabetes Mellitus tipo 2. Parâmetro ""terapêutica com metformina"".",AA / BB x 100,%,Proporção de utentes com Diabetes Mellitus,Com dados desde Junho de 2014,Desempenho,Gestão da Doença,Diabetes Mellitus,Processo,Diabetes Mellitus,Utentes inscritos à data de referência do indicador,30 dias,https://sdm.min-saude.pt/BI.aspx?id=275&CLUSTERS=S,Proporção novos DM2 em terap. c/ metform. monot.,55.0,70.0,100.0,100.0,[55; 100],[70; 100],275 proporcao novos dm2 em terap. c/ metform. monot. proporcao de utentes com novo diagnostico diabetes tipo 2 que iniciam terapeutica com metformina em monoterapia desempenho gestao da doenca diabetes mellitus processo diabetes mellitus,[275](https://sdm.min-saude.pt/BI.aspx?id=275&CLUSTERS=S)
276,6.48.01,2013.276.01,Rácio DDD prescrita DPP-4 e antidiabét. orais,"Rácio entre o somatório de DDD prescrita em inibidores DPP-4 e o somatório de DDD prescrita em antidiabéticos não insulínicos, em doentes com Diabetes Mellitus tipo 2","Monitorizar a efetividade da terapêutica farmacológica da Diabetes Mellitus tipo 2. Parâmetro ""Rácio de DDD prescrita em terapêutica com inibidores DPP-4"".",AA / BB x 100,%,Rácio de DDD,Com dados desde Junho de 2014,Desempenho,Qualificação da Prescrição,Prescrição Farmacoterapêutica,Processo,Diabetes Mellitus,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=276&CLUSTERS=S,Rácio DDD prescrita DPP-4 e antidiabét. orais,0.0,0.0,28.0,38.0,[0; 38],[0; 28],"276 racio ddd prescrita dpp-4 e antidiabet. orais racio entre o somatorio de ddd prescrita em inibidores dpp-4 e o somatorio de ddd prescrita em antidiabeticos nao insulinicos, em doentes com diabetes mellitus tipo 2 desempenho qualificacao da prescricao prescricao farmacoterapeutica processo diabetes mellitus",[276](https://sdm.min-saude.pt/BI.aspx?id=276&CLUSTERS=S)
277,6.28.02,2013.277.01,"Proporção fumadores, c/ consulta relac. tabaco 1A","Proporção de utentes com idade igual ou superior a 14 anos e com hábitos tabágicos, a quem foi realizada consulta relacionada com tabagismo, no último ano","Monitorizar o programa de saúde juvenil e de adultos. Parâmetro ""consulta relacionada com tabagismo"".",AA / BB x 100,%,Proporção de utentes,Com dados desde Junho de 2014,Desempenho,Gestão da Doença,Multimorbilidade e Outros Tipos de Doenças,Processo,Transversal,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=277&CLUSTERS=S,"Proporção fumadores, c/ consulta relac. tabaco 1A",14.0,31.0,100.0,100.0,[14; 100],[31; 100],"277 proporcao fumadores, c/ consulta relac. tabaco 1a proporcao de utentes com idade igual ou superior a 14 anos e com habitos tabagicos, a quem foi realizada consulta relacionada com tabagismo, no ultimo ano desempenho gestao da doenca multimorbilidade e outros tipos de doencas processo transversal",[277](https://sdm.min-saude.pt/BI.aspx?id=277&CLUSTERS=S)
278,7.09.04,2013.278.01,Propor. medicam. prescr. de classes com genéricos,Proporção de embalagens de medicamentos prescritos de classes terapêuticas com genérico,Monitorizar a frequência de prescrição de medicamentos de classes terapêuticas com genéricos,AA / BB x 100,%,Proporção de embalagens,Com dados desde Junho de 2014,Desempenho,Qualificação da Prescrição,Prescrição Farmacoterapêutica,Processo,Transversal,Utentes utilizadores durante o período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=278&CLUSTERS=S,Propor. medicam. prescr. de classes com genéricos,60.0,66.0,80.0,90.0,[60; 90],[66; 80],278 propor. medicam. prescr. de classes com genericos proporcao de embalagens de medicamentos prescritos de classes terapeuticas com generico desempenho qualificacao da prescricao prescricao farmacoterapeutica processo transversal,[278](https://sdm.min-saude.pt/BI.aspx?id=278&CLUSTERS=S)
279,3.16.01,2013.279.01,Proporção VD enfermagem fim-de-semana e feriado,Proporção de visitas domiciliárias de enfermagem efetuadas no período de fim-de-semana ou em dias de feriado,Monitorizar a acessibilidade aos cuidados de enfermagem no período fim-de-semana ou em dias de feriado.,AA / BB x 100,%,Proporção de visitas domiciliárias,Com dados desde Janeiro de 2015,Desempenho,Acesso,Distribuição da Atividade,Processo,Transversal,Utentes integrados pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=279&CLUSTERS=S,Proporção VD enfermagem fim-de-semana e feriado,6.0,10.0,21.0,28.0,[6; 28],[10; 21],279 proporcao vd enfermagem fim-de-semana e feriado proporcao de visitas domiciliarias de enfermagem efetuadas no periodo de fim-de-semana ou em dias de feriado desempenho acesso distribuicao da atividade processo transversal,[279](https://sdm.min-saude.pt/BI.aspx?id=279&CLUSTERS=S)
280,3.17.01,2013.280.01,Proporção ute. aval. equi. multip. prim. 48h,Proporção de utentes com contacto pela equipa multiprofissional nas primeiras 48h,Permite monitorizar a acessibilidade à primeira avaliação das necessidades em cuidados por parte da equipa multiprofissional.,AA / BB x 100,%,Proporção de utentes,Com dados desde Janeiro de 2015,Desempenho,Acesso,Tempos Máximos de Resposta Garantidos,Processo,Transversal,Utentes integrados pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=280&CLUSTERS=S,Proporção ute. aval. equi. multip. prim. 48h,65.0,92.0,100.0,100.0,[65; 100],[92; 100],280 proporcao ute. aval. equi. multip. prim. 48h proporcao de utentes com contacto pela equipa multiprofissional nas primeiras 48h desempenho acesso tempos maximos de resposta garantidos processo transversal,[280](https://sdm.min-saude.pt/BI.aspx?id=280&CLUSTERS=S)
281,3.18.01,2013.281.01,"Número médio visitas domic. por utente, por mês","Número médio de visitas domiciliárias por qualquer elemento da equipa, por utente, por mês de internamento",Monitorizar a frequência de cuidados da equipa multiprofissional aos utentes integrados na ECCI,"AA / BB x 365,25 / 12",DOM / UTE / MES,Média de domicílios por utente por mês de integração,Com dados desde Janeiro de 2015,Desempenho,Acesso,Distribuição da Atividade,Processo,Transversal,Utentes integrados pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=281&CLUSTERS=S,"Número médio visitas domic. por utente, por mês",9.0,12.0,31.0,31.0,[9; 31],[12; 31],"281 numero medio visitas domic. por utente, por mes numero medio de visitas domiciliarias por qualquer elemento da equipa, por utente, por mes de internamento desempenho acesso distribuicao da atividade processo transversal",[281](https://sdm.min-saude.pt/BI.aspx?id=281&CLUSTERS=S)
282,3.19.01,2013.282.01,Proporção de turmas abrangidas p/ P. N. S. Escolar,Proporção de turmas abrangidas pelo Programa Nacional de Saúde Escolar,Monitorizar a acessibilidade aos cuidados previstos no Programa Nacional de Saúde Escolar.,FX: AA / BB x 100,\r\nFL: CC / DD x 100,%,Proporção de turmas,Desempenho,Acesso,Cobertura ou Utilização,Processo,Saúde Escolar,Não aplicável,5 dias,https://sdm.min-saude.pt/BI.aspx?id=282&CLUSTERS=S,Proporção de turmas abrangidas p/ P. N. S. Escolar,28.0,55.0,100.0,100.0,[28; 100],[55; 100],282 proporcao de turmas abrangidas p/ p. n. s. escolar proporcao de turmas abrangidas pelo programa nacional de saude escolar desempenho acesso cobertura ou utilizacao processo saude escolar,[282](https://sdm.min-saude.pt/BI.aspx?id=282&CLUSTERS=S)
283,3.21.01,2013.283.01,Proporção crian./jov. c/ NSE c/ interv. S. Escolar,Proporção de crianças e jovens com Necessidades de Saúde Especiais (NSE) que foram alvo de intervenção de enfermagem no âmbito da saúde escolar,Monitorizar a acessibilidade das crianças e jovens com Necessidades de Saúde Especiais (NSE) aos cuidados no âmbito do Programa de Saúde Escolar,AA / BB x 100,%,Proporção de utentes,Com dados desde Janeiro de 2015,Desempenho,Intervenção Comunitária,Saúde Escolar,Processo,Saúde Escolar,Utentes inscritos à data de referência do indicador,5 dias,https://sdm.min-saude.pt/BI.aspx?id=283&CLUSTERS=S,Proporção crian./jov. c/ NSE c/ interv. S. Escolar,10.0,40.0,100.0,100.0,[10; 100],[40; 100],283 proporcao crian./jov. c/ nse c/ interv. s. escolar proporcao de criancas e jovens com necessidades de saude especiais (nse) que foram alvo de intervencao de enfermagem no ambito da saude escolar desempenho intervencao comunitaria saude escolar processo saude escolar,[283](https://sdm.min-saude.pt/BI.aspx?id=283&CLUSTERS=S)
284,6.49.01,2013.284.01,Propor. uten. c/ alta ECCI c/ objet. atingidos,Proporção de utentes com alta da ECCI com objetivos atingidos,"Avaliar a capacidade da ECCI para implementar o [plano individual de intervenção multidisciplinar] de cada utente, de forma a atingir os objetivos inicialmente estabelecidos.",AA / BB x 100,%,Proporção de utentes,Com dados desde Janeiro de 2015,Desempenho,Gestão da Doença,ECCI,Processo,Não aplicável,Utentes integrados pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=284&CLUSTERS=S,Propor. uten. c/ alta ECCI c/ objet. atingidos,62.0,75.0,100.0,100.0,[62; 100],[75; 100],284 propor. uten. c/ alta ecci c/ objet. atingidos proporcao de utentes com alta da ecci com objetivos atingidos desempenho gestao da doenca ecci processo nao aplicavel,[284](https://sdm.min-saude.pt/BI.aspx?id=284&CLUSTERS=S)
285,6.60.01,2013.285.01,Taxa de efetivid. na prevenção de úlceras pressão,Taxa de efetividade na prevenção de úlceras de pressão,Avaliar a efetividade dos cuidados de enfermagem na prevenção de úlceras de pressão,AA / BB x 100,%,Proporção de utentes,Com dados desde Janeiro de 2015,Desempenho,Gestão da Doença,ECCI,Processo,Não aplicável,Utentes integrados pelo menos um dia do período em análise,5 dias,https://sdm.min-saude.pt/BI.aspx?id=285&CLUSTERS=S,Taxa de efetivid. na prevenção de úlceras pressão,85.0,95.0,100.0,100.0,[85; 100],[95; 100],285 taxa de efetivid. na prevencao de ulceras pressao taxa de efetividade na prevencao de ulceras de pressao desempenho gestao da doenca ecci processo nao aplicavel,[285](https://sdm.min-saude.pt/BI.aspx?id=285&CLUSTERS=S)
